id,toxicity,post_type,is_comment
1,0.3586239814758301,news_share,False
2,0.0633757933974266,comment,True
3,0.08282501250505447,comment,True
4,0.0949501171708107,comment,True
5,0.07104310393333435,comment,True
6,0.004571340046823025,news_share,False
7,0.03976677358150482,comment,True
8,0.7118414044380188,news_share,False
9,0.5853374004364014,news_share,False
10,0.01978265307843685,comment,True
11,0.0010927425464615226,news_share,False
12,0.08962351083755493,news_share,False
13,0.003980642184615135,comment,True
14,0.001378351473249495,news_share,False
15,0.019966304302215576,comment,True
16,0.06865115463733673,comment,True
17,0.008297889493405819,news_share,False
18,0.013543662615120411,comment,True
19,0.012729167006909847,news_share,False
20,0.18615543842315674,news_share,False
21,0.100548654794693,news_share,False
22,0.0007898867479525506,news_share,False
23,0.12139159440994263,comment,True
24,0.4391080439090729,news_share,False
25,0.6511690020561218,news_share,False
26,0.0044715795665979385,regular_post,False
27,0.4291270077228546,news_share,False
28,0.000603227992542088,news_share,False
29,0.028148943558335304,comment,True
30,0.9633563160896301,news_share,False
31,0.19861707091331482,news_share,False
32,0.028148943558335304,comment,True
33,0.016391104087233543,news_share,False
34,0.001120921690016985,news_share,False
35,0.013744671829044819,comment,True
36,0.31187453866004944,news_share,False
37,0.03168076276779175,comment,True
38,0.17561665177345276,news_share,False
39,0.0007276632823050022,news_share,False
40,0.002816811203956604,news_share,False
41,0.20657800137996674,news_share,False
42,0.0006995521252974868,news_share,False
43,0.014011858962476254,comment,True
44,0.16531342267990112,comment,True
45,0.006886512506753206,comment,True
46,0.0008504530414938927,news_share,False
47,0.02026228979229927,news_share,False
48,0.01259406004101038,news_share,False
49,0.0022703788708895445,news_share,False
50,0.6663793325424194,news_share,False
51,0.4602719843387604,news_share,False
52,0.9346414804458618,comment,True
53,0.0006217085174284875,news_share,False
54,0.23885132372379303,comment,True
55,0.8847779631614685,comment,True
56,0.3170117735862732,comment,True
57,0.8446657061576843,comment,True
58,0.010638292878866196,comment,True
59,0.0013118126662448049,news_share,False
60,0.0015121259493753314,comment,True
61,0.9389227628707886,comment,True
62,0.08153896778821945,comment,True
63,0.0018879746785387397,comment,True
64,0.0016474223230034113,comment,True
65,0.001201136503368616,news_share,False
66,0.0008414071053266525,comment,True
67,0.010219900868833065,comment,True
68,0.5652169585227966,news_share,False
69,0.0018867958569899201,news_share,False
70,0.0016265064477920532,news_share,False
71,0.010923104360699654,comment,True
72,0.8711125254631042,comment,True
73,0.0008991307695396245,news_share,False
74,0.04497576132416725,news_share,False
75,0.16203509271144867,news_share,False
76,0.0013945981627330184,news_share,False
77,0.0016265064477920532,news_share,False
78,0.7937554121017456,comment,True
79,0.007267045322805643,comment,True
80,0.0006315482896752656,news_share,False
81,0.003424610709771514,news_share,False
82,0.029193909838795662,news_share,False
83,0.009303624741733074,comment,True
84,0.003483455628156662,comment,True
85,0.596636176109314,news_share,False
86,0.06130083277821541,news_share,False
87,0.20347212255001068,comment,True
88,0.013856153003871441,comment,True
89,0.002928943606093526,news_share,False
90,0.0010285764001309872,comment,True
91,0.6042313575744629,news_share,False
92,0.0086284838616848,news_share,False
93,0.0008746376843191683,comment,True
94,0.1612107753753662,comment,True
95,0.02318129688501358,news_share,False
96,0.7842501401901245,comment,True
97,0.004946688190102577,news_share,False
98,0.8708495497703552,news_share,False
99,0.0007304679020307958,news_share,False
100,0.309626042842865,news_share,False
101,0.9460477232933044,comment,True
102,0.03627961128950119,comment,True
103,0.5789210796356201,news_share,False
104,0.6534693241119385,comment,True
105,0.3968638777732849,news_share,False
106,0.0053437575697898865,news_share,False
107,0.0007304679020307958,news_share,False
108,0.0020626778714358807,comment,True
109,0.056134067475795746,comment,True
110,0.20503035187721252,comment,True
111,0.10202504694461823,news_share,False
112,0.00144791672937572,news_share,False
113,0.4784074127674103,news_share,False
114,0.0041632563807070255,news_share,False
115,0.9169345498085022,news_share,False
116,0.8819851875305176,comment,True
117,0.8030010461807251,comment,True
118,0.0028282608836889267,news_share,False
119,0.5985603332519531,comment,True
120,0.006641968619078398,comment,True
121,0.06172090023756027,news_share,False
122,0.40270307660102844,news_share,False
123,0.2776598036289215,news_share,False
124,0.015650905668735504,comment,True
125,0.00568313617259264,news_share,False
126,0.5652169585227966,news_share,False
127,0.8392587900161743,regular_post,False
128,0.9675065875053406,regular_post,False
129,0.03484005853533745,news_share,False
130,0.6451522707939148,news_share,False
131,0.9280511736869812,comment,True
132,0.004844600334763527,comment,True
133,0.0007919608615338802,news_share,False
134,0.0013509084237739444,regular_post,False
135,0.08653917908668518,comment,True
136,0.24911530315876007,comment,True
137,0.08188050985336304,comment,True
138,0.017985517159104347,comment,True
139,0.1926146149635315,news_share,False
140,0.016599303111433983,comment,True
141,0.004269827157258987,news_share,False
142,0.8786783814430237,news_share,False
143,0.6980974674224854,news_share,False
144,0.005307075567543507,news_share,False
145,0.0012459226418286562,regular_post,False
146,0.0011842285748571157,news_share,False
147,0.8684067726135254,comment,True
148,0.002960299840196967,news_share,False
149,0.9109717607498169,news_share,False
150,0.15489929914474487,comment,True
151,0.0077332728542387486,comment,True
152,0.009862136095762253,comment,True
153,0.0010191021719947457,news_share,False
154,0.14867091178894043,comment,True
155,0.0026589329354465008,news_share,False
156,0.0006474701222032309,news_share,False
157,0.07490740716457367,comment,True
158,0.009128380566835403,news_share,False
159,0.22609558701515198,comment,True
160,0.174046590924263,news_share,False
161,0.0008049058960750699,regular_post,False
162,0.0016785698244348168,comment,True
163,0.005096388515084982,comment,True
164,0.0008302875212393701,regular_post,False
165,0.03972091153264046,comment,True
166,0.04003804549574852,comment,True
167,0.014065730385482311,news_share,False
168,0.11275475472211838,comment,True
169,0.3924800753593445,news_share,False
170,0.020000606775283813,comment,True
171,0.004391413182020187,comment,True
172,0.029111893847584724,comment,True
173,0.00070051453076303,news_share,False
174,0.01590561680495739,comment,True
175,0.05951431393623352,news_share,False
176,0.047183435410261154,comment,True
177,0.7358635663986206,news_share,False
178,0.0015082231257110834,news_share,False
179,0.028238672763109207,news_share,False
180,0.1644807755947113,comment,True
181,0.014991887845098972,news_share,False
182,0.0010588524164631963,news_share,False
183,0.8232590556144714,news_share,False
184,0.013497398234903812,comment,True
185,0.005644043441861868,comment,True
186,0.8743129372596741,comment,True
187,0.48665717244148254,news_share,False
188,0.002577919512987137,news_share,False
189,0.8478942513465881,comment,True
190,0.8534376621246338,comment,True
191,0.01704724319279194,comment,True
192,0.5290374159812927,news_share,False
193,0.004823061637580395,news_share,False
194,0.01752515882253647,news_share,False
195,0.8010117411613464,comment,True
196,0.0023612549994140863,comment,True
197,0.005124117713421583,comment,True
198,0.6377152800559998,news_share,False
199,0.040141548961400986,comment,True
200,0.007514268159866333,comment,True
201,0.02734832838177681,regular_post,False
202,0.0036676828749477863,news_share,False
203,0.008576792664825916,comment,True
204,0.04936555400490761,comment,True
205,0.0010017696768045425,news_share,False
206,0.0031433082185685635,comment,True
207,0.0007332614040933549,news_share,False
208,0.6540510654449463,comment,True
209,0.5437971949577332,news_share,False
210,0.002836108673363924,comment,True
211,0.008811683394014835,news_share,False
212,0.5828479528427124,comment,True
213,0.2893369197845459,comment,True
214,0.02022593468427658,news_share,False
215,0.8473830819129944,comment,True
216,0.7639546394348145,comment,True
217,0.011521239764988422,news_share,False
218,0.022134756669402122,comment,True
219,0.0010665692389011383,news_share,False
220,0.4841744899749756,comment,True
221,0.0011910031316801906,comment,True
222,0.03317737579345703,comment,True
223,0.017118893563747406,comment,True
224,0.02413766086101532,comment,True
225,0.0027058585546910763,news_share,False
226,0.0006287462310865521,regular_post,False
227,0.006468897219747305,comment,True
228,0.958936870098114,comment,True
229,0.01840374432504177,news_share,False
230,0.03962132707238197,comment,True
231,0.006245081312954426,comment,True
232,0.2731321454048157,news_share,False
233,0.008699418976902962,comment,True
234,0.36579716205596924,news_share,False
235,0.0026318831369280815,news_share,False
236,0.01233633328229189,news_share,False
237,0.9541216492652893,comment,True
238,0.0009708080906420946,regular_post,False
239,0.5793750286102295,comment,True
240,0.006038491614162922,news_share,False
241,0.0011177100241184235,comment,True
242,0.0023667835630476475,comment,True
243,0.010486592538654804,comment,True
244,0.9209259748458862,comment,True
245,0.004071707371622324,news_share,False
246,0.0006536472938023508,regular_post,False
247,0.0018504030304029584,news_share,False
